num,playerID,yearID,stint,teamID,IgID,W,L,G,GS,CG,SHO,SV,Ipouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,prev_salary,salary
25464,blylebe01,1986,1,MIN,AL,17,14,36,36,16,3,0,815,262,121,50,58,215,0.25,4.01,4,4,10,0,1126,0,134,5,4,19,15890256.8529,12600601.183
25466,boddimi01,1986,1,BAL,AL,14,12,33,33,7,0,0,655,214,114,30,74,175,0.255,4.7,4,7,11,0,934,0,125,3,6,11,9177993.18227,9039561.71822
25470,bosioch01,1986,1,ML4,AL,0,4,10,4,0,0,0,104,41,27,9,13,29,0.293,7.01,0,2,0,1,154,3,27,1,0,3,657527.869775,684815.281683
25471,boydoi01,1986,1,BOS,AL,16,10,30,30,10,0,0,643,222,90,32,45,129,0.265,3.78,1,3,2,0,893,0,99,3,6,15,4109549.18609,6026374.47881
25476,brownto05,1986,1,CIN,NL,14,13,39,39,4,2,0,730,225,103,26,70,147,0.245,3.81,6,3,1,0,1016,0,123,14,12,16,2356141.53336,3150150.29574
25478,burketi01,1986,1,MON,NL,9,7,68,2,0,0,4,304,103,33,7,46,82,0.261,2.93,13,4,4,0,451,25,37,6,2,7,1753407.65273,2300979.34646
25487,candejo01,1986,1,CAL,AL,10,2,16,16,1,1,0,275,68,26,4,26,81,0.206,2.55,2,2,3,1,365,0,30,3,3,4,8767038.26366,8765635.60555
25488,candito01,1986,1,CLE,AL,16,12,36,34,17,3,0,757,234,100,18,106,167,0.246,3.57,0,12,8,4,1078,1,112,3,9,26,876703.826366,1753127.12111
25492,carmado01,1986,1,PHI,NL,10,5,50,14,2,1,1,403,113,48,11,52,98,0.234,3.22,11,6,3,2,545,13,50,5,3,9,1808201.64188,2684475.9042
25495,cerutjo01,1986,1,TOR,AL,9,4,34,20,2,1,1,436,150,67,25,47,89,0.268,4.15,2,8,1,0,616,3,73,4,5,14,986291.804662,1260060.1183
25498,clancji01,1986,1,TOR,AL,14,14,34,34,6,3,0,658,202,96,24,63,126,0.243,3.94,0,4,4,0,913,0,100,5,9,13,7451982.52411,9313487.83089
25501,clearma01,1986,1,ML4,AL,5,5,59,0,0,0,16,221,53,18,4,36,85,0.201,2.2,2,8,1,2,306,52,23,1,4,5,7359490.27043,7505575.48725
25503,clemero02,1986,1,BOS,AL,24,4,33,33,10,1,0,762,179,70,21,67,238,0.195,2.48,0,11,4,3,997,0,77,4,6,14,3725991.26206,7122078.92951
25508,conroti01,1986,1,SLN,NL,5,11,25,21,1,0,0,346,122,67,15,56,79,0.275,5.23,7,7,3,0,513,2,72,0,10,11,1246837.22306,1260060.1183
25513,coxda01,1986,1,SLN,NL,12,13,32,32,8,0,0,660,189,71,14,60,108,0.234,2.9,6,3,2,4,881,0,85,8,3,19,4383519.13183,6574226.70416
25515,darliro01,1986,1,NYN,NL,15,6,34,34,4,2,0,711,203,74,21,81,184,0.234,2.81,2,7,3,3,967,0,84,10,6,18,4821871.04501,11504896.7323
25525,dayleke01,1986,1,SLN,NL,0,3,31,0,0,0,5,116,42,14,1,11,33,0.275,3.26,3,0,1,0,170,13,19,4,1,3,3287639.34887,3561039.46475
25526,dedmoje01,1986,1,ATL,NL,6,6,57,0,0,0,3,299,90,33,8,39,58,0.242,2.98,5,3,4,2,424,22,43,7,2,9,2191759.56592,3287113.35208
25530,deshaji01,1986,1,HOU,NL,12,5,26,26,1,1,0,432,124,52,16,59,128,0.234,3.25,2,0,2,7,599,0,58,4,3,4,712321.858922,1205274.89576
25534,dixonke01,1986,1,BAL,AL,11,13,35,33,2,0,0,607,194,103,33,83,170,0.249,4.58,6,7,1,3,874,1,111,5,6,14,1534231.69614,1698341.89857
25535,dotsori01,1986,1,CHA,AL,10,17,34,34,3,1,0,591,226,120,24,69,110,0.289,5.48,2,10,2,0,861,0,125,4,4,20,10684827.8838,11778822.845
25536,downske01,1986,1,SFN,NL,4,4,14,14,1,0,0,265,78,27,5,30,64,0.236,2.75,7,3,3,2,372,0,29,4,4,6,657527.869775,821778.33802
25538,drabedo01,1986,1,NYA,AL,7,8,27,21,0,0,0,395,126,60,13,50,76,0.251,4.1,1,2,3,0,561,2,64,5,2,5,657527.869775,931348.783089
25539,draveda01,1986,1,SDN,NL,9,11,26,26,3,1,0,484,149,55,17,54,87,0.246,3.07,7,0,1,1,677,0,68,12,5,9,3835579.24035,6300300.59149
25541,easteja01,1986,1,CLE,AL,0,2,13,0,0,0,0,53,27,15,3,12,9,0.365,7.64,0,2,0,0,89,4,16,1,2,4,3835579.24035,4054106.46757
25543,eichhma01,1986,1,TOR,AL,14,6,69,0,0,0,10,471,105,30,8,45,166,0.192,1.72,14,2,7,1,612,38,32,9,2,12,810951.039389,1813390.8659
25546,fernasi01,1986,1,NYN,NL,16,6,32,31,2,1,1,613,161,80,13,91,200,0.216,3.52,1,6,2,0,855,1,82,9,7,10,2191759.56592,3374769.70814
25549,finlech01,1986,1,CAL,AL,3,1,25,0,0,0,0,139,40,17,2,23,37,0.235,3.3,1,2,1,0,198,7,17,4,0,1,657527.869775,849170.949287
25553,flanami01,1986,1,BAL,AL,7,11,29,28,2,0,0,516,179,81,15,66,96,0.27,4.24,4,8,1,1,747,0,95,10,6,21,7011340.22218,6848152.81683
25556,forscbo01,1986,1,SLN,NL,14,10,33,33,3,0,0,690,211,83,19,68,104,0.247,3.25,11,7,2,0,939,0,91,5,9,28,5777861.77368,8217783.3802
25559,francjo01,1986,1,CIN,NL,6,6,74,0,0,0,29,303,90,33,7,44,84,0.243,2.94,12,4,2,2,429,52,40,8,3,8,2136965.57677,3287113.35208
25566,garbege01,1986,1,ATL,NL,5,5,61,0,0,0,24,234,76,22,3,20,56,0.26,2.54,7,4,1,0,319,48,23,5,1,11,8620924.6122,8619545.33114
25568,garresc01,1986,1,SFN,NL,13,9,53,18,2,0,10,521,144,60,17,74,125,0.231,3.11,11,9,2,1,717,27,65,10,7,20,2246553.55506,3177542.90701
25574,gottji01,1986,1,SFN,NL,0,0,9,2,0,0,1,39,16,11,0,13,9,0.314,7.62,2,1,0,1,66,3,12,1,1,2,4109549.18609,3473383.1087
25579,gubicma01,1986,1,KCA,AL,12,6,35,24,3,2,0,542,155,73,8,84,118,0.233,3.64,2,15,5,0,765,2,77,4,8,12,2739699.45739,4930670.02812
25581,guidrro01,1986,1,NYA,AL,9,12,30,30,5,0,0,577,202,85,28,38,140,0.265,3.98,2,3,1,0,809,0,94,5,4,10,10684827.8838,9313487.83089
25582,gullibi01,1986,1,CIN,NL,15,12,37,37,6,2,0,734,245,92,24,60,121,0.264,3.38,10,3,2,0,1014,0,103,12,13,16,5978626.94991,9861340.05624
25589,harrigr01,1986,1,TEX,AL,10,8,73,0,0,0,20,334,103,35,12,42,95,0.251,2.83,6,2,1,1,462,63,40,3,6,15,3397227.32717,6793367.5943
25591,hawkian01,1986,1,SDN,NL,10,8,37,35,3,1,0,628,218,100,24,75,117,0.268,4.3,7,6,5,2,905,0,111,7,6,12,3287639.34887,5862018.81121
25595,henketo01,1986,1,TOR,AL,9,5,63,0,0,0,27,274,63,34,6,32,118,0.191,3.35,4,3,1,1,370,51,39,2,6,3,2093130.38545,3626781.73179
25599,hernawi01,1986,1,DET,AL,8,7,64,0,0,0,24,266,87,35,13,21,77,0.251,3.55,1,2,5,1,376,53,35,1,3,4,10520445.9164,11614467.1773
25600,hershor01,1986,1,LAN,NL,14,14,35,35,8,1,0,694,213,99,13,86,153,0.243,3.85,11,12,5,3,988,0,112,14,6,16,10958797.8296,8765635.60555
25601,heskejo01,1986,1,MON,NL,6,5,15,15,0,0,0,248,92,46,11,31,67,0.283,5.01,4,4,2,3,362,0,46,2,2,4,1862995.63103,1643556.67604
25602,higuete01,1986,1,ML4,AL,20,11,34,34,15,4,0,745,226,77,26,74,207,0.241,2.79,5,3,3,0,1031,0,84,7,11,13,2136965.57677,3670609.90982
25605,holtobr01,1986,1,LAN,NL,2,3,12,3,0,0,0,73,28,12,1,6,24,0.292,4.44,2,1,1,0,106,4,13,2,1,2,657527.869775,712207.892951
25606,honeyri01,1986,1,LAN,NL,11,9,32,28,0,0,0,513,164,63,9,45,100,0.249,3.32,4,4,3,1,713,2,71,6,1,7,8273892.36133,8820420.82808
25607,hortori01,1986,1,SLN,NL,4,3,42,9,1,0,3,301,77,25,7,26,49,0.218,2.24,7,1,1,0,387,12,25,3,3,12,3013669.40313,4492388.24784
25609,howelja01,1986,1,OAK,AL,3,6,38,0,0,0,16,160,53,20,3,23,42,0.262,3.38,4,4,1,0,230,33,23,3,1,6,5808162.84968,5807233.58867
25616,hurstbr01,1986,1,BOS,AL,13,8,25,25,11,4,0,523,169,58,18,50,167,0.256,2.99,2,6,3,0,721,0,63,5,3,14,5424604.92564,7669931.15485
25618,jacksda02,1986,1,KCA,AL,11,12,32,27,4,1,1,557,177,66,13,79,115,0.256,3.2,1,7,4,0,789,3,83,10,4,24,1917789.62018,2465335.01406
25619,jacksmi02,1986,1,PHI,NL,0,0,9,0,0,0,0,40,12,5,2,4,3,0.25,3.38,1,0,2,0,54,4,5,0,0,2,657527.869775,684815.281683
25621,jamesbo01,1986,1,CHA,AL,5,4,49,0,0,0,14,175,61,34,8,23,32,0.268,5.25,3,5,4,1,263,40,36,4,4,3,6082132.79541,5149810.91826
25625,johnto01,1986,1,NYA,AL,5,3,13,10,1,0,0,212,73,23,8,15,28,0.275,2.93,1,2,2,0,290,2,27,5,3,10,657527.869775,3834965.57743
25626,jonesba01,1986,1,PIT,NL,3,4,26,0,0,0,3,112,29,12,3,21,29,0.215,2.89,2,2,0,0,159,10,16,2,1,4,657527.869775,821778.33802
25634,kerfech01,1986,1,HOU,NL,11,2,61,0,0,0,7,281,71,27,5,42,77,0.213,2.59,3,7,2,2,390,29,32,6,7,8,712321.858922,1205680.30641
25636,keyji01,1986,1,TOR,AL,14,11,36,35,4,2,0,696,222,92,24,74,141,0.256,3.57,1,3,3,0,959,0,98,10,6,21,6054735.80084,6074486.86124
25637,kinger01,1986,1,DET,AL,11,4,33,16,3,1,3,415,108,54,11,63,79,0.216,3.51,3,4,8,3,579,9,54,6,1,10,657527.869775,1095704.45069
25640,kneppbo01,1986,1,HOU,NL,17,12,40,38,8,5,0,774,232,90,19,62,143,0.242,3.14,13,5,4,0,1053,1,100,22,5,24,10958797.8296,10957044.5069
25645,krukomi01,1986,1,SFN,NL,20,9,34,34,10,2,0,735,204,83,24,55,178,0.223,3.05,4,4,4,0,987,0,90,10,5,13,8164304.38303,7100164.84049
25646,lacosmi01,1986,1,SFN,NL,10,13,37,31,4,1,0,613,179,81,14,70,86,0.24,3.57,8,5,6,5,842,1,99,16,3,17,2465729.51165,3287113.35208
25648,lahtije01,1986,1,SLN,NL,0,0,4,0,0,0,0,7,3,0,0,1,3,0.333,0.0,0,0,0,0,10,1,0,0,0,0,4931459.02331,4930670.02812
25657,lawva01,1986,1,MON,NL,0,0,3,0,0,0,0,12,3,1,0,2,0,0.214,2.25,0,1,0,0,16,3,2,0,0,1,4931459.02331,5752448.36614
25661,leffecr01,1986,1,SDN,NL,9,8,83,0,0,0,4,323,98,37,7,44,72,0.253,3.09,11,1,1,1,446,36,41,9,5,10,4273931.15353,5478522.25347
25662,leibrch01,1986,1,KCA,AL,14,11,35,34,8,1,0,694,238,105,18,63,108,0.268,4.09,0,2,4,1,975,0,112,14,5,23,8438274.32877,9313487.83089
25663,leipeda01,1986,1,OAK,AL,2,2,33,0,0,0,1,95,28,17,3,18,15,0.252,4.83,4,2,2,0,136,9,17,2,3,2,657527.869775,801321.535926
25669,lucasga01,1986,1,CAL,AL,4,1,27,0,0,0,2,137,45,16,1,6,31,0.253,3.15,0,5,0,0,185,11,19,0,1,3,5479398.91479,7253563.46359
25675,maddumi01,1986,1,PHI,NL,3,7,16,16,0,0,0,234,88,47,6,34,44,0.286,5.42,4,4,3,2,351,0,56,3,3,5,657527.869775,712207.892951
25678,mahleri01,1986,1,ATL,NL,14,18,39,39,7,1,0,713,283,129,25,95,137,0.301,4.88,10,5,3,1,1056,0,139,10,8,28,7534173.50783,7615145.93232
25684,mathegr01,1986,1,SLN,NL,11,8,23,22,1,0,0,436,139,59,15,44,67,0.259,3.65,3,5,2,6,591,1,61,7,1,15,657527.869775,1095704.45069
25685,mccaski01,1986,1,CAL,AL,17,10,34,33,10,2,0,739,207,92,19,92,202,0.229,3.36,1,10,5,2,1013,1,98,6,5,18,1556149.2918,2542034.32561
25686,mcclubo01,1986,1,ML4,AL,2,1,13,0,0,0,0,49,18,7,2,10,11,0.286,3.86,1,0,0,0,75,7,7,1,1,2,5342413.94192,1095704.45069
25688,mcculla01,1986,1,SDN,NL,10,10,70,7,0,0,5,408,103,42,12,58,92,0.216,2.78,9,5,4,3,550,29,46,8,3,8,789033.443729,1369630.56337
25689,mcdowro01,1986,1,NYN,NL,14,9,75,0,0,0,22,384,107,43,4,42,65,0.228,3.02,5,3,3,3,524,52,48,7,3,15,2027377.59847,3341898.57461
25690,mcgafan01,1986,1,MON,NL,10,5,48,14,1,1,2,428,114,42,9,55,104,0.223,2.65,8,5,2,4,583,8,49,10,5,11,1972583.60932,3204935.51828
25691,mcgresc01,1986,1,BAL,AL,11,15,34,33,4,2,0,609,216,102,35,57,95,0.27,4.52,0,5,3,0,868,1,110,3,6,14,9984023.72143,10299797.1492
25692,mckeojo01,1986,1,CHA,AL,3,1,30,0,0,0,1,99,18,9,2,17,18,0.165,2.45,2,0,0,0,129,5,10,1,2,2,657527.869775,7396005.04218
25696,mintogr01,1986,1,SFN,NL,4,4,48,0,0,0,5,206,63,30,4,34,34,0.251,3.93,15,3,1,0,296,28,35,7,3,8,8383480.33963,8217783.3802
25703,mooredo01,1986,1,CAL,AL,4,5,49,0,0,0,21,218,60,24,10,22,53,0.228,2.97,4,4,0,1,295,42,28,7,3,6,10958797.8296,10957044.5069
25704,mooremi01,1986,1,SEA,AL,11,13,38,37,11,1,1,798,279,127,28,94,146,0.273,4.3,6,4,12,1,1145,1,141,10,6,28,4383519.13183,5872975.85572
25707,moyerja01,1986,1,CHN,NL,7,4,16,16,1,1,0,262,107,49,10,42,45,0.311,5.05,1,3,3,3,395,0,52,3,3,13,657527.869775,766993.115485
25709,murphro01,1986,1,CIN,NL,6,0,34,0,0,0,1,151,26,4,0,21,36,0.155,0.72,2,5,0,0,195,12,4,3,3,3,657527.869775,1040919.22816
25710,musseje01,1986,1,TOR,AL,0,0,6,0,0,0,0,16,8,6,1,5,4,0.333,10.13,1,0,0,0,29,0,7,0,0,1,657527.869775,684815.281683
25713,niedeto01,1986,1,LAN,NL,6,6,60,0,0,0,11,240,86,33,11,29,55,0.28,3.71,15,2,1,0,345,27,35,5,3,3,5821861.34696,8012338.79569
25718,nieveju01,1986,1,ML4,AL,11,12,35,33,4,3,0,554,224,101,17,77,116,0.299,4.92,0,3,1,1,834,0,124,3,5,20,767115.84807,1260060.1183
25723,ojedabo01,1986,1,NYN,NL,18,5,32,30,7,2,0,652,185,62,15,52,148,0.23,2.57,3,2,2,1,871,1,72,10,3,19,6027338.80627,7122078.92951
25724,olwined01,1986,1,ATL,NL,0,0,37,0,0,0,1,143,35,18,5,17,37,0.207,3.4,7,5,1,2,189,12,20,1,1,6,657527.869775,766993.115485
25726,ontivst02,1986,1,OAK,AL,2,2,46,0,0,0,10,218,72,38,10,25,54,0.265,4.71,3,4,1,0,305,27,40,1,6,8,964374.209003,1440851.35266
25727,oroscje01,1986,1,NYN,NL,8,6,58,0,0,0,21,243,64,21,6,35,62,0.217,2.33,3,2,3,0,338,40,23,2,3,7,9041008.2094,10135266.1689
25731,palmeda01,1986,1,ATL,NL,11,10,35,35,2,0,0,629,181,85,17,102,170,0.234,3.65,8,9,5,0,889,0,98,4,5,15,4273931.15353,7943857.26753
25735,penaal01,1986,1,LAN,NL,1,2,24,10,0,0,1,210,74,38,6,30,46,0.27,4.89,5,1,1,1,309,6,40,3,1,3,3835579.24035,3067972.46194
25737,perrypa02,1986,1,SLN,NL,2,3,46,0,0,0,2,206,59,29,5,34,29,0.239,3.8,9,5,0,0,288,20,31,0,7,8,712321.858922,876563.560555
25738,petryda01,1986,1,DET,AL,5,10,20,20,2,0,0,348,122,60,15,53,56,0.268,4.66,3,5,5,0,520,0,78,3,3,12,9588948.10088,10683118.3943
25739,plesada01,1986,1,ML4,AL,10,7,51,0,0,0,14,273,81,30,5,29,75,0.24,2.97,1,4,0,0,377,33,34,6,5,4,657527.869775,1972268.01125
25740,plunker01,1986,1,OAK,AL,4,7,26,15,0,0,0,361,91,71,14,102,98,0.214,5.31,2,9,5,6,537,2,75,2,3,13,657527.869775,851000.77572
25743,powerte01,1986,1,CIN,NL,10,6,56,10,0,0,1,387,115,53,13,52,95,0.245,3.7,10,5,1,1,537,30,59,9,6,13,5479398.91479,5478522.25347
25748,rasmude01,1986,1,NYA,AL,18,6,31,31,3,1,0,606,160,87,28,74,131,0.217,3.88,0,5,2,0,819,0,91,1,5,15,1095879.78296,1917482.78871
25749,rawlesh01,1986,1,PHI,NL,11,7,23,23,7,1,0,473,166,62,13,50,73,0.27,3.54,4,1,1,1,673,0,67,5,2,13,8767038.26366,8765635.60555
25752,reuscri01,1986,1,PIT,NL,9,16,35,34,4,2,0,647,232,95,20,57,125,0.275,3.96,2,6,8,1,930,0,106,9,10,15,7671158.4807,8217783.3802
25753,reussje01,1986,1,LAN,NL,2,6,19,13,0,0,1,222,96,48,13,17,29,0.313,5.84,4,2,2,0,331,3,57,5,0,5,10958797.8296,12052748.9576
25754,reynocr01,1986,1,HOU,NL,0,0,1,0,0,0,0,3,3,3,0,2,1,0.5,27.0,0,1,0,0,8,1,3,0,0,0,4566169.41526,4565438.86357
25756,righeda01,1986,1,NYA,AL,8,8,74,0,0,0,46,320,88,29,4,35,83,0.226,2.45,7,1,2,0,435,68,31,5,4,13,9177993.18227,8765635.60555
25761,robindo01,1986,1,PIT,NL,3,4,50,0,0,0,14,208,61,26,5,27,53,0.237,3.38,3,4,2,1,295,41,27,5,4,3,7342394.54582,8710850.38301
25763,robinro01,1986,1,CIN,NL,10,3,70,0,0,0,14,350,110,42,10,43,117,0.253,3.24,8,3,2,0,487,32,44,4,3,7,1013688.79924,2027053.23378
25769,ruffibr01,1986,1,PHI,NL,9,4,21,21,6,0,0,439,138,40,6,44,70,0.251,2.46,6,0,1,1,600,0,53,2,4,17,657527.869775,1095704.45069
25774,saberbr01,1986,1,KCA,AL,7,12,30,25,4,2,0,468,165,72,15,29,112,0.268,4.15,1,1,2,1,652,4,77,3,3,9,10136887.9924,8108212.93513
25775,sambijo01,1986,1,BOS,AL,2,0,53,0,0,0,12,134,54,24,4,16,30,0.298,4.84,3,4,2,0,200,27,26,1,0,6,5479398.91479,3944536.0225
25776,sandesc01,1986,1,CHN,NL,9,11,37,28,1,1,1,509,165,79,21,37,124,0.255,4.19,2,3,2,1,697,2,85,6,5,10,8767038.26366,9313487.83089
25783,schroke01,1986,1,CLE,AL,14,7,34,33,3,1,0,618,217,104,34,49,87,0.271,4.54,3,2,12,1,883,1,118,8,12,17,3013669.40313,4930670.02812
25785,scottmi03,1986,1,HOU,NL,18,10,37,37,7,5,0,826,182,68,17,72,306,0.186,2.22,6,3,2,0,1065,0,73,8,6,11,7305868.87265,7578626.10298
25786,scurrro01,1986,1,NYA,AL,1,2,31,0,0,0,2,118,38,16,1,22,36,0.252,3.66,1,5,2,0,177,10,18,2,0,3,4931459.02331,3725395.13236
25791,sebrabo01,1986,1,MON,NL,5,5,17,13,3,1,0,274,82,36,9,25,66,0.239,3.55,2,2,3,3,377,4,39,3,3,5,673966.066519,684815.281683
25796,shower01,1986,1,SDN,NL,9,5,24,22,2,0,0,409,109,45,11,69,94,0.225,2.97,4,3,4,2,569,1,47,10,1,6,7534173.50783,8628672.54921
25797,siskdo01,1986,1,NYN,NL,4,2,41,0,0,0,1,212,77,24,0,31,31,0.282,3.06,5,2,5,1,312,15,31,3,0,7,3013669.40313,3615824.68729
25801,smithbr01,1986,1,MON,NL,10,8,30,30,1,0,0,562,182,82,15,63,105,0.252,3.94,6,4,6,2,807,0,101,10,3,12,7671158.4807,5113860.85523
25802,smithda02,1986,1,HOU,NL,4,7,54,0,0,0,33,168,39,17,5,22,46,0.2,2.73,3,2,1,0,223,51,17,4,1,4,7123218.58922,7669931.15485
25803,smithle02,1986,1,CHN,NL,9,9,66,0,0,0,31,271,69,31,7,42,93,0.215,3.09,11,2,0,0,372,59,32,6,3,8,7890334.43729,9203917.38582
25807,smithza01,1986,1,ATL,NL,8,16,38,32,3,1,1,614,209,92,8,105,139,0.275,4.05,6,8,5,0,889,2,109,13,6,35,2191759.56592,2739261.12673
25811,sotoma01,1986,1,CIN,NL,5,10,19,19,1,1,0,315,113,55,15,46,67,0.28,4.71,6,3,1,0,461,0,61,6,4,6,12602617.504,13148453.4083
25813,stanlbo01,1986,1,BOS,AL,6,6,66,1,0,0,16,247,109,40,9,22,54,0.322,4.37,8,1,0,0,366,50,48,2,4,12,11616325.6994,11778822.845
25816,stewada01,1986,2,OAK,AL,9,5,29,17,4,1,0,448,137,62,15,65,102,0.242,3.74,0,9,3,0,644,2,67,4,4,9,657527.869775,6026374.47881
25818,stiebda01,1986,1,TOR,AL,7,12,37,34,1,1,1,615,239,108,29,87,127,0.297,4.74,1,7,15,0,919,2,128,6,6,21,10958797.8296,10957044.5069
25824,suttodo01,1986,1,CAL,AL,15,11,34,34,3,1,0,621,192,86,31,49,116,0.242,3.74,2,4,3,1,853,0,93,3,3,11,9753330.06832,9751769.61117
25827,swindgr01,1986,1,CLE,AL,5,2,9,9,1,0,0,185,57,29,9,15,46,0.243,4.23,0,3,1,2,255,0,35,3,1,1,657527.869775,753296.809852
25828,tananfr01,1986,1,DET,AL,12,9,32,31,3,1,0,565,196,87,23,65,119,0.268,4.16,9,7,3,1,812,1,95,8,5,18,7260203.56209,7259041.98584
25829,tekulke01,1986,1,PHI,NL,11,5,73,0,0,0,4,330,99,31,2,25,57,0.24,2.54,10,3,0,1,446,34,35,4,4,8,9753330.06832,10135266.1689
25830,terrewa01,1986,1,DET,AL,15,12,34,33,9,2,0,652,199,110,30,98,93,0.245,4.56,5,5,3,0,918,1,116,2,3,25,2849287.43569,6574226.70416
25833,thigpbo01,1986,1,CHA,AL,2,0,20,0,0,0,7,107,26,7,1,12,20,0.205,1.77,0,0,1,0,142,14,7,1,1,4,657527.869775,6848152.81683
25839,troutst01,1986,1,CHN,NL,5,7,37,25,0,0,0,483,184,85,6,78,69,0.298,4.75,13,6,1,1,711,3,88,9,6,18,9753330.06832,9751769.61117
25842,tudorjo01,1986,1,SLN,NL,13,7,30,30,3,0,0,657,197,71,22,53,107,0.244,2.92,5,2,1,1,879,0,81,9,8,18,10958797.8296,11504896.7323
25846,violafr01,1986,1,MIN,AL,16,13,37,37,7,1,0,737,257,123,37,83,191,0.268,4.51,0,12,3,0,1053,0,136,4,5,16,7386229.73713,9094346.94075
25850,walkbo01,1986,1,PIT,NL,7,8,44,15,1,1,2,425,129,59,14,64,78,0.251,3.75,7,12,3,1,592,7,66,6,5,20,1917789.62018,3122757.68448
25854,wegmabi01,1986,1,ML4,AL,5,12,35,32,2,0,0,595,217,113,32,43,82,0.279,5.13,2,5,7,2,836,1,120,4,5,20,767115.84807,1040919.22816
25855,welchbo01,1986,1,LAN,NL,7,13,33,33,7,3,0,707,227,86,14,55,183,0.251,3.28,6,2,7,1,981,0,95,7,8,15,8150605.88575,9176524.77456
25866,wittmi01,1986,1,CAL,AL,18,10,34,34,14,3,0,807,218,85,22,73,208,0.221,2.84,2,6,3,0,1071,0,95,3,5,28,10228207.6547,12417980.1222
25869,worreto01,1986,1,SLN,NL,9,10,74,0,0,0,36,311,86,24,9,41,73,0.229,2.08,16,1,1,0,430,60,29,7,6,6,1095879.78296,1862697.56618
25871,yettri01,1986,1,CLE,AL,5,3,39,3,1,1,1,236,84,45,10,37,50,0.275,5.15,4,8,1,0,350,17,48,2,4,3,657527.869775,739600.504218
25872,youmafl01,1986,1,MON,NL,13,12,33,32,6,2,0,657,145,86,14,118,202,0.189,3.53,4,10,4,1,905,1,93,6,7,10,767115.84807,1002569.57238
25873,youngcu01,1986,1,OAK,AL,13,9,29,27,5,2,0,594,176,76,19,57,116,0.236,3.45,1,7,7,2,826,0,88,8,9,8,865745.028537,1883242.02463
25875,aasedo01,1987,1,BAL,AL,1,0,7,0,0,0,2,24,8,2,1,4,3,0.276,2.25,0,0,0,0,33,6,2,0,0,2,6439054.63281,7397188.53496
25876,ackerji01,1987,1,ATL,NL,4,9,68,0,0,0,14,344,109,53,11,51,68,0.253,4.16,4,1,4,0,491,41,57,3,3,16,3605870.59438,4767077.05587
25877,agostju01,1987,1,HOU,NL,1,1,27,0,0,0,2,82,26,8,1,10,6,0.248,2.63,1,1,0,0,118,13,12,3,0,2,1030248.74125,1726010.65816
25878,aguilri01,1987,1,NYN,NL,11,3,18,17,1,0,0,345,124,46,12,33,77,0.276,3.6,2,9,3,0,494,0,53,7,2,14,2008985.04544,3232845.35972
25886,anderla02,1987,1,HOU,NL,9,5,67,0,0,0,5,305,95,39,7,41,94,0.247,3.45,10,1,2,0,440,31,46,7,4,7,3090746.22375,4931459.02331
25893,assenpa01,1987,1,ATL,NL,1,1,52,0,0,0,2,164,58,31,8,24,39,0.26,5.1,4,0,1,0,251,10,41,2,1,1,824198.993,887662.624196
25894,atherke01,1987,1,MIN,AL,7,5,59,0,0,0,2,238,81,40,10,30,51,0.262,4.54,4,1,4,0,348,29,46,2,3,3,3090746.22375,3780785.2512
25895,bailesc01,1987,1,CLE,AL,7,8,39,17,0,0,6,361,145,62,21,47,65,0.296,4.64,1,3,4,0,551,15,75,4,6,8,824198.993,1643819.67444
25899,bankhsc01,1987,1,SEA,AL,9,8,27,25,2,0,0,448,168,90,35,37,95,0.283,5.42,0,2,3,2,642,1,96,3,6,6,772686.555938,1232864.75583
25902,bedrost01,1987,1,PHI,NL,5,3,65,0,0,0,40,267,79,28,11,28,74,0.237,2.83,5,3,1,1,366,56,31,2,1,6,10817611.7831,10136887.9924
25905,berenju01,1987,1,MIN,AL,8,1,47,6,0,0,4,336,100,49,10,47,110,0.238,3.94,7,6,0,0,473,13,51,2,4,3,1571129.33041,5479398.91479
25907,birkbmi01,1987,1,ML4,AL,1,4,10,10,1,0,0,135,63,31,8,19,25,0.335,6.2,0,2,0,0,210,0,33,1,2,2,721174.118875,767115.84807
25909,blackbu02,1987,1,KCA,AL,8,6,29,18,0,0,1,367,126,49,16,35,61,0.265,3.6,2,6,5,0,520,4,63,1,3,13,6181492.4475,6958836.62178
25910,blylebe01,1987,1,MIN,AL,15,12,37,37,8,1,0,801,249,119,46,101,196,0.249,4.01,4,13,9,0,1122,0,132,4,6,31,11847860.5244,10958797.8296
25912,boddimi01,1987,1,BAL,AL,10,12,33,33,7,2,0,678,212,105,29,78,152,0.248,4.18,4,10,7,0,950,0,114,7,4,19,8499552.11531,9314978.15514
25915,bookegr01,1987,1,SDN,NL,1,1,44,0,0,0,1,205,62,24,5,30,17,0.246,3.16,1,1,3,1,288,16,29,2,1,13,1030248.74125,1424643.71784
25917,bosioch01,1987,1,ML4,AL,11,8,46,19,2,1,2,510,187,99,18,50,150,0.276,5.24,3,14,1,2,734,8,102,3,3,16,643905.463281,1172591.36776
25918,boydoi01,1987,1,BOS,AL,1,3,7,7,0,0,0,110,47,24,6,9,12,0.318,5.89,1,0,2,2,167,0,31,4,3,3,5666368.07688,6027338.80627
25921,brownto05,1987,1,CIN,NL,10,13,32,31,2,0,0,549,201,102,27,61,117,0.284,5.02,7,2,5,4,791,1,107,10,7,15,2961965.13109,4849268.03959
